LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1709252674.513026,2603072.000,44005,3,AX,1,100,-0.105
1709252674.553027,2603112.000,44005,3,AX,1,100,-0.133
1709252674.593028,2603152.000,44005,3,AX,1,100,-0.171
1709252674.633529,2603192.500,44022,2,AX,1,100,-0.091
1709252674.674030,2603233.000,44022,2,AX,1,100,-0.101
1709252674.713698,2603272.667,44039,3,AX,1,100,-0.192
1709252674.753366,2603312.333,44039,3,AX,1,100,-0.122
1709252674.793033,2603352.000,44039,3,AX,1,100,-0.111
1709252674.833034,2603392.000,44056,2,AX,1,100,-0.116
1709252674.873035,2603432.000,44056,2,AX,1,100,-0.154
1709252674.913036,2603472.000,44070,3,AX,1,100,-0.130
1709252674.953037,2603512.000,44070,3,AX,1,100,-0.112
1709252674.993038,2603552.000,44070,3,AX,1,100,-0.136
1709252675.033040,2603592.000,44088,2,AX,1,100,-0.139
1709252675.073040,2603632.000,44088,2,AX,1,100,-0.119
1709252675.113042,2603672.000,44104,3,AX,1,100,-0.123
1709252675.153043,2603712.000,44104,3,AX,1,100,-0.153
1709252675.193044,2603752.000,44104,3,AX,1,100,-0.125
1709252675.233045,2603792.000,44121,3,AX,1,100,-0.117
1709252675.273046,2603832.000,44121,3,AX,1,100,-0.138
1709252675.313047,2603872.000,44121,3,AX,1,100,-0.130
1709252675.353048,2603912.000,44138,3,AX,1,100,-0.115
1709252675.393049,2603952.000,44138,3,AX,1,100,-0.150
1709252675.433050,2603992.000,44138,3,AX,1,100,-0.122
1709252675.473051,2604032.000,44153,2,AX,1,100,-0.124
1709252675.513052,2604072.000,44153,2,AX,1,100,-0.122
1709252675.553053,2604112.000,44169,3,AX,1,100,-0.132
1709252675.593054,2604152.000,44169,3,AX,1,100,-0.133
1709252675.633055,2604192.000,44169,3,AX,1,100,-0.118
1709252675.673056,2604232.000,44187,2,AX,1,100,-0.113
1709252675.713057,2604272.000,44187,2,AX,1,100,-0.139
1709252675.748391,2604307.333,44203,3,AX,1,100,-0.144
1709252675.783726,2604342.667,44203,3,AX,1,100,-0.101
1709252675.819060,2604378.000,44203,3,AX,1,100,-0.123
1709252675.859061,2604418.000,44218,3,AX,1,100,-0.136
1709252675.899062,2604458.000,44218,3,AX,1,100,-0.111
1709252675.939063,2604498.000,44218,3,AX,1,100,-0.135
1709252675.979064,2604538.000,44235,2,AX,1,100,-0.122
1709252676.019065,2604578.000,44235,2,AX,1,100,-0.130
1709252676.059066,2604618.000,44252,3,AX,1,100,-0.124
1709252676.099067,2604658.000,44252,3,AX,1,100,-0.105
1709252676.139068,2604698.000,44252,3,AX,1,100,-0.143
1709252676.179069,2604738.000,44268,2,AX,1,100,-0.129
1709252676.219070,2604778.000,44268,2,AX,1,100,-0.118
1709252676.259072,2604818.000,44283,3,AX,1,100,-0.112
1709252676.299073,2604858.000,44283,3,AX,1,100,-0.149
1709252676.339074,2604898.000,44283,3,AX,1,100,-0.104
1709252676.379075,2604938.000,44300,2,AX,1,100,-0.114
1709252676.419076,2604978.000,44300,2,AX,1,100,-0.145
1709252676.459077,2605018.000,44317,3,AX,1,100,-0.136
1709252676.499078,2605058.000,44317,3,AX,1,100,-0.099
1709252676.539079,2605098.000,44317,3,AX,1,100,-0.112
1709252676.579080,2605138.000,44333,2,AX,1,100,-0.158
1709252676.619081,2605178.000,44333,2,AX,1,100,-0.104
1709252676.659082,2605218.000,44349,3,AX,1,100,-0.125
1709252676.699083,2605258.000,44349,3,AX,1,100,-0.112
1709252676.739084,2605298.000,44349,3,AX,1,100,-0.133
1709252676.779085,2605338.000,44365,3,AX,1,100,-0.137
1709252676.819086,2605378.000,44365,3,AX,1,100,-0.129
1709252676.859087,2605418.000,44365,3,AX,1,100,-0.108
1709252676.899088,2605458.000,44382,2,AX,1,100,-0.116
1709252676.939089,2605498.000,44382,2,AX,1,100,-0.141
1709252676.979090,2605538.000,44399,3,AX,1,100,-0.136
1709252677.019091,2605578.000,44399,3,AX,1,100,-0.128
1709252677.059092,2605618.000,44399,3,AX,1,100,-0.123
1709252677.099093,2605658.000,44415,2,AX,1,100,-0.116
1709252677.139094,2605698.000,44415,2,AX,1,100,-0.125
1709252677.179096,2605738.000,44430,3,AX,1,100,-0.130
1709252677.219097,2605778.000,44430,3,AX,1,100,-0.168
1709252677.259098,2605818.000,44430,3,AX,1,100,-0.098
1709252677.299099,2605858.000,44448,4,AX,1,100,-0.091
1709252677.339100,2605898.000,44448,4,AX,1,100,-0.168
1709252677.379101,2605938.000,44448,4,AX,1,100,-0.159
1709252677.419102,2605978.000,44448,4,AX,1,100,-0.109
1709252677.459103,2606018.000,44464,2,AX,1,100,-0.129
1709252677.499104,2606058.000,44464,2,AX,1,100,-0.153
1709252677.539105,2606098.000,44481,3,AX,1,100,-0.125
1709252677.579106,2606138.000,44481,3,AX,1,100,-0.134
1709252677.619107,2606178.000,44481,3,AX,1,100,-0.135
1709252677.654775,2606213.667,44498,3,AX,1,100,-0.129
1709252677.690442,2606249.333,44498,3,AX,1,100,-0.145
1709252677.726110,2606285.000,44498,3,AX,1,100,-0.123
1709252677.766111,2606325.000,44514,2,AX,1,100,-0.135
1709252677.806112,2606365.000,44514,2,AX,1,100,-0.122
1709252677.846113,2606405.000,44529,3,AX,1,100,-0.144
1709252677.886114,2606445.000,44529,3,AX,1,100,-0.126
1709252677.926115,2606485.000,44529,3,AX,1,100,-0.132
1709252677.966116,2606525.000,44547,2,AX,1,100,-0.146
1709252678.006117,2606565.000,44547,2,AX,1,100,-0.123
1709252678.046118,2606605.000,44563,3,AX,1,100,-0.124
1709252678.086119,2606645.000,44563,3,AX,1,100,-0.153
1709252678.126120,2606685.000,44563,3,AX,1,100,-0.141
1709252678.166121,2606725.000,44580,2,AX,1,100,-0.105
1709252678.206122,2606765.000,44580,2,AX,1,100,-0.146
1709252678.246123,2606805.000,44594,3,AX,1,100,-0.133
1709252678.286124,2606845.000,44594,3,AX,1,100,-0.145
1709252678.326125,2606885.000,44594,3,AX,1,100,-0.122
1709252678.366127,2606925.000,44612,2,AX,1,100,-0.143
1709252678.406127,2606965.000,44612,2,AX,1,100,-0.141
1709252678.446129,2607005.000,44628,3,AX,1,100,-0.116
1709252678.486130,2607045.000,44628,3,AX,1,100,-0.134
1709252678.526131,2607085.000,44628,3,AX,1,100,-0.150
1709252678.566132,2607125.000,44645,2,AX,1,100,-0.117
1709252678.606133,2607165.000,44645,2,AX,1,100,-0.128
1709252678.646134,2607205.000,44660,3,AX,1,100,-0.148
1709252678.686135,2607245.000,44660,3,AX,1,100,-0.116
1709252678.726136,2607285.000,44660,3,AX,1,100,-0.151
1709252678.766137,2607325.000,44677,3,AX,1,100,-0.131
1709252678.806138,2607365.000,44677,3,AX,1,100,-0.130
1709252678.846139,2607405.000,44677,3,AX,1,100,-0.135
1709252678.886140,2607445.000,44693,2,AX,1,100,-0.126
1709252678.926141,2607485.000,44693,2,AX,1,100,-0.142
1709252678.966142,2607525.000,44711,3,AX,1,100,-0.118
1709252679.006143,2607565.000,44711,3,AX,1,100,-0.158
1709252679.046144,2607605.000,44711,3,AX,1,100,-0.122
1709252679.086145,2607645.000,44725,2,AX,1,100,-0.146
1709252679.126146,2607685.000,44725,2,AX,1,100,-0.139
1709252679.166147,2607725.000,44742,3,AX,1,100,-0.153
1709252679.206148,2607765.000,44742,3,AX,1,100,-0.123
1709252679.246150,2607805.000,44742,3,AX,1,100,-0.149
1709252679.286150,2607845.000,44758,2,AX,1,100,-0.142
1709252679.326152,2607885.000,44758,2,AX,1,100,-0.122
1709252679.366153,2607925.000,44778,3,AX,1,100,-0.152
1709252679.406154,2607965.000,44778,3,AX,1,100,-0.118
1709252679.446155,2608005.000,44778,3,AX,1,100,-0.150
1709252679.486156,2608045.000,44797,3,AX,1,100,-0.148
1709252679.526157,2608085.000,44797,3,AX,1,100,-0.119
1709252679.566158,2608125.000,44797,3,AX,1,100,-0.146
1709252679.602659,2608161.500,44817,4,AX,1,100,-0.149
1709252679.639160,2608198.000,44817,4,AX,1,100,-0.126
1709252679.675661,2608234.500,44817,4,AX,1,100,-0.134
1709252679.712162,2608271.000,44817,4,AX,1,100,-0.140
1709252679.752163,2608311.000,44831,2,AX,1,100,-0.140
1709252679.792164,2608351.000,44831,2,AX,1,100,-0.135
1709252679.832165,2608391.000,44848,3,AX,1,100,-0.132
1709252679.872166,2608431.000,44848,3,AX,1,100,-0.137
1709252679.912167,2608471.000,44848,3,AX,1,100,-0.135
1709252679.952168,2608511.000,44864,2,AX,1,100,-0.144
1709252679.992169,2608551.000,44864,2,AX,1,100,-0.135
1709252680.032170,2608591.000,44882,3,AX,1,100,-0.116
1709252680.072171,2608631.000,44882,3,AX,1,100,-0.160
1709252680.112172,2608671.000,44882,3,AX,1,100,-0.130
1709252680.152173,2608711.000,44898,3,AX,1,100,-0.134
1709252680.192174,2608751.000,44898,3,AX,1,100,-0.166
1709252680.232175,2608791.000,44898,3,AX,1,100,-0.114
1709252680.272176,2608831.000,44913,2,AX,1,100,-0.138
1709252680.312177,2608871.000,44913,2,AX,1,100,-0.130
1709252680.352178,2608911.000,44930,3,AX,1,100,-0.148
1709252680.392179,2608951.000,44930,3,AX,1,100,-0.155
1709252680.432180,2608991.000,44930,3,AX,1,100,-0.133
1709252680.472182,2609031.000,44947,2,AX,1,100,-0.082
1709252680.512182,2609071.000,44947,2,AX,1,100,-0.186
1709252680.552184,2609111.000,44963,3,AX,1,100,-0.124
1709252680.592185,2609151.000,44963,3,AX,1,100,-0.115
1709252680.632186,2609191.000,44963,3,AX,1,100,-0.200
1709252680.672187,2609231.000,44979,2,AX,1,100,-0.102
1709252680.712188,2609271.000,44979,2,AX,1,100,-0.109
1709252680.752189,2609311.000,44995,3,AX,1,100,-0.165
1709252680.792190,2609351.000,44995,3,AX,1,100,-0.146
1709252680.832191,2609391.000,44995,3,AX,1,100,-0.134
1709252680.872192,2609431.000,45014,2,AX,1,100,-0.126
1709252680.912193,2609471.000,45014,2,AX,1,100,-0.152
1709252680.952194,2609511.000,45031,3,AX,1,100,-0.143
1709252680.992195,2609551.000,45031,3,AX,1,100,-0.125
1709252681.032196,2609591.000,45031,3,AX,1,100,-0.140
1709252681.072197,2609631.000,45046,2,AX,1,100,-0.144
1709252681.112198,2609671.000,45046,2,AX,1,100,-0.128
1709252681.152199,2609711.000,45062,3,AX,1,100,-0.148
1709252681.192200,2609751.000,45062,3,AX,1,100,-0.138
1709252681.232201,2609791.000,45062,3,AX,1,100,-0.137
1709252681.272202,2609831.000,45079,3,AX,1,100,-0.139
1709252681.312203,2609871.000,45079,3,AX,1,100,-0.114
1709252681.352205,2609911.000,45079,3,AX,1,100,-0.178
1709252681.392205,2609951.000,45096,2,AX,1,100,-0.129
1709252681.432207,2609991.000,45096,2,AX,1,100,-0.126
1709252681.472208,2610031.000,45111,3,AX,1,100,-0.151
1709252681.512209,2610071.000,45111,3,AX,1,100,-0.150
1709252681.552210,2610111.000,45111,3,AX,1,100,-0.124
1709252681.587877,2610146.667,45127,3,AX,1,100,-0.143
1709252681.623545,2610182.333,45127,3,AX,1,100,-0.136
1709252681.659213,2610218.000,45127,3,AX,1,100,-0.185
1709252681.699214,2610258.000,45145,2,AX,1,100,-0.097
1709252681.739215,2610298.000,45145,2,AX,1,100,-0.141
1709252681.779216,2610338.000,45161,3,AX,1,100,-0.158
1709252681.819217,2610378.000,45161,3,AX,1,100,-0.156
1709252681.859218,2610418.000,45161,3,AX,1,100,-0.157
1709252681.899219,2610458.000,45178,3,AX,1,100,-0.098
1709252681.939220,2610498.000,45178,3,AX,1,100,-0.172
1709252681.979221,2610538.000,45178,3,AX,1,100,-0.155
1709252682.019222,2610578.000,45193,2,AX,1,100,-0.129
1709252682.059223,2610618.000,45193,2,AX,1,100,-0.143
1709252682.099224,2610658.000,45210,3,AX,1,100,-0.157
1709252682.139225,2610698.000,45210,3,AX,1,100,-0.157
1709252682.179226,2610738.000,45210,3,AX,1,100,-0.117
1709252682.219227,2610778.000,45226,2,AX,1,100,-0.147
1709252682.259228,2610818.000,45226,2,AX,1,100,-0.160
1709252682.299229,2610858.000,45244,3,AX,1,100,-0.130
1709252682.339230,2610898.000,45244,3,AX,1,100,-0.144
1709252682.379231,2610938.000,45244,3,AX,1,100,-0.139
1709252682.419232,2610978.000,45259,2,AX,1,100,-0.151
1709252682.459234,2611018.000,45259,2,AX,1,100,-0.131
1709252682.499234,2611058.000,45275,3,AX,1,100,-0.151
1709252682.539236,2611098.000,45275,3,AX,1,100,-0.142
1709252682.579237,2611138.000,45275,3,AX,1,100,-0.142
1709252682.619238,2611178.000,45292,3,AX,1,100,-0.146
1709252682.659239,2611218.000,45292,3,AX,1,100,-0.143
1709252682.699240,2611258.000,45292,3,AX,1,100,-0.140
1709252682.739241,2611298.000,45309,2,AX,1,100,-0.167
1709252682.779242,2611338.000,45309,2,AX,1,100,-0.119
1709252682.819243,2611378.000,45325,3,AX,1,100,-0.124
1709252682.859244,2611418.000,45325,3,AX,1,100,-0.164
1709252682.899245,2611458.000,45325,3,AX,1,100,-0.162
1709252682.939246,2611498.000,45340,2,AX,1,100,-0.121
1709252682.979247,2611538.000,45340,2,AX,1,100,-0.139
1709252683.019248,2611578.000,45357,3,AX,1,100,-0.156
1709252683.059249,2611618.000,45357,3,AX,1,100,-0.129
1709252683.099250,2611658.000,45357,3,AX,1,100,-0.131
1709252683.139251,2611698.000,45374,2,AX,1,100,-0.156
1709252683.179252,2611738.000,45374,2,AX,1,100,-0.147
1709252683.219253,2611778.000,45390,3,AX,1,100,-0.127
1709252683.259254,2611818.000,45390,3,AX,1,100,-0.134
1709252683.299255,2611858.000,45390,3,AX,1,100,-0.149
1709252683.339256,2611898.000,45406,2,AX,1,100,-0.138
1709252683.379257,2611938.000,45406,2,AX,1,100,-0.117
1709252683.419259,2611978.000,45422,3,AX,1,100,-0.155
1709252683.459260,2612018.000,45422,3,AX,1,100,-0.147
1709252683.499261,2612058.000,45422,3,AX,1,100,-0.117
1709252683.534595,2612093.333,45439,3,AX,1,100,-0.137
1709252683.569929,2612128.667,45439,3,AX,1,100,-0.162
1709252683.605263,2612164.000,45439,3,AX,1,100,-0.121
1709252683.645264,2612204.000,45456,2,AX,1,100,-0.113
1709252683.685266,2612244.000,45456,2,AX,1,100,-0.139
1709252683.725266,2612284.000,45471,3,AX,1,100,-0.175
1709252683.765268,2612324.000,45471,3,AX,1,100,-0.143
1709252683.805269,2612364.000,45471,3,AX,1,100,-0.115
1709252683.845270,2612404.000,45487,2,AX,1,100,-0.125
1709252683.885271,2612444.000,45487,2,AX,1,100,-0.172
1709252683.925272,2612484.000,45504,3,AX,1,100,-0.126
1709252683.965273,2612524.000,45504,3,AX,1,100,-0.121
1709252684.005274,2612564.000,45504,3,AX,1,100,-0.162
1709252684.045275,2612604.000,45523,3,AX,1,100,-0.132
1709252684.085276,2612644.000,45523,3,AX,1,100,-0.124
1709252684.125277,2612684.000,45523,3,AX,1,100,-0.157
1709252684.165278,2612724.000,45540,3,AX,1,100,-0.128
1709252684.205279,2612764.000,45540,3,AX,1,100,-0.136
1709252684.245280,2612804.000,45540,3,AX,1,100,-0.134
1709252684.285281,2612844.000,45554,2,AX,1,100,-0.154
1709252684.325282,2612884.000,45554,2,AX,1,100,-0.130
1709252684.365283,2612924.000,45574,3,AX,1,100,-0.123
1709252684.405284,2612964.000,45574,3,AX,1,100,-0.159
1709252684.445285,2613004.000,45574,3,AX,1,100,-0.139
1709252684.485286,2613044.000,45590,2,AX,1,100,-0.127
1709252684.525287,2613084.000,45590,2,AX,1,100,-0.137
1709252684.565288,2613124.000,45613,5,AX,1,100,-0.156
1709252684.605289,2613164.000,45613,5,AX,1,100,-0.118
1709252684.645291,2613204.000,45613,5,AX,1,100,-0.163
1709252684.685292,2613244.000,45613,5,AX,1,100,-0.112
1709252684.725293,2613284.000,45613,5,AX,1,100,-0.150
1709252684.765294,2613324.000,45629,2,AX,1,100,-0.173
1709252684.805295,2613364.000,45629,2,AX,1,100,-0.095
1709252684.845296,2613404.000,45648,3,AX,1,100,-0.153
1709252684.885297,2613444.000,45648,3,AX,1,100,-0.131
1709252684.925298,2613484.000,45648,3,AX,1,100,-0.133
1709252684.965299,2613524.000,45663,2,AX,1,100,-0.127
1709252685.005300,2613564.000,45663,2,AX,1,100,-0.181
1709252685.045301,2613604.000,45680,3,AX,1,100,-0.129
1709252685.085302,2613644.000,45680,3,AX,1,100,-0.119
1709252685.125303,2613684.000,45680,3,AX,1,100,-0.148
1709252685.165304,2613724.000,45696,2,AX,1,100,-0.145
1709252685.205305,2613764.000,45696,2,AX,1,100,-0.141
1709252685.245306,2613804.000,45713,3,AX,1,100,-0.128
1709252685.285307,2613844.000,45713,3,AX,1,100,-0.170
1709252685.325308,2613884.000,45713,3,AX,1,100,-0.141
1709252685.365309,2613924.000,45730,2,AX,1,100,-0.141
1709252685.405310,2613964.000,45730,2,AX,1,100,-0.151
1709252685.445311,2614004.000,45745,3,AX,1,100,-0.142
1709252685.485312,2614044.000,45745,3,AX,1,100,-0.146
1709252685.525313,2614084.000,45745,3,AX,1,100,-0.132
1709252685.560981,2614119.667,45761,3,AX,1,100,-0.164
1709252685.596649,2614155.333,45761,3,AX,1,100,-0.128
1709252685.632316,2614191.000,45761,3,AX,1,100,-0.153
1709252685.672317,2614231.000,45779,2,AX,1,100,-0.143
1709252685.712318,2614271.000,45779,2,AX,1,100,-0.144
1709252685.752319,2614311.000,45795,3,AX,1,100,-0.161
1709252685.792320,2614351.000,45795,3,AX,1,100,-0.126
1709252685.832321,2614391.000,45795,3,AX,1,100,-0.155
1709252685.872323,2614431.000,45810,2,AX,1,100,-0.138
1709252685.912324,2614471.000,45810,2,AX,1,100,-0.169
1709252685.952325,2614511.000,45827,3,AX,1,100,-0.117
1709252685.992326,2614551.000,45827,3,AX,1,100,-0.139
1709252686.032327,2614591.000,45827,3,AX,1,100,-0.177
1709252686.072328,2614631.000,45844,2,AX,1,100,-0.121
1709252686.112329,2614671.000,45844,2,AX,1,100,-0.148
1709252686.152330,2614711.000,45860,3,AX,1,100,-0.145
1709252686.192331,2614751.000,45860,3,AX,1,100,-0.144
1709252686.232332,2614791.000,45860,3,AX,1,100,-0.138
1709252686.272333,2614831.000,45878,3,AX,1,100,-0.164
1709252686.312334,2614871.000,45878,3,AX,1,100,-0.130
1709252686.352335,2614911.000,45878,3,AX,1,100,-0.141
1709252686.392336,2614951.000,45892,3,AX,1,100,-0.168
1709252686.432337,2614991.000,45892,3,AX,1,100,-0.131
1709252686.472338,2615031.000,45892,3,AX,1,100,-0.133
1709252686.512339,2615071.000,45909,2,AX,1,100,-0.141
1709252686.552340,2615111.000,45909,2,AX,1,100,-0.152
1709252686.592341,2615151.000,45925,3,AX,1,100,-0.143
1709252686.632342,2615191.000,45925,3,AX,1,100,-0.129
1709252686.672343,2615231.000,45925,3,AX,1,100,-0.169
1709252686.712344,2615271.000,45943,2,AX,1,100,-0.132
1709252686.752346,2615311.000,45943,2,AX,1,100,-0.131
1709252686.792346,2615351.000,45957,3,AX,1,100,-0.174
1709252686.832348,2615391.000,45957,3,AX,1,100,-0.114
1709252686.872349,2615431.000,45957,3,AX,1,100,-0.154
1709252686.912350,2615471.000,45974,2,AX,1,100,-0.157
1709252686.952351,2615511.000,45974,2,AX,1,100,-0.121
1709252686.992352,2615551.000,45991,3,AX,1,100,-0.167
1709252687.032353,2615591.000,45991,3,AX,1,100,-0.134
1709252687.072354,2615631.000,45991,3,AX,1,100,-0.153
1709252687.112355,2615671.000,46008,3,AX,1,100,-0.130
1709252687.152356,2615711.000,46008,3,AX,1,100,-0.150
1709252687.192357,2615751.000,46008,3,AX,1,100,-0.146
1709252687.232358,2615791.000,46023,2,AX,1,100,-0.133
1709252687.272359,2615831.000,46023,2,AX,1,100,-0.164
1709252687.312360,2615871.000,46040,3,AX,1,100,-0.123
1709252687.352361,2615911.000,46040,3,AX,1,100,-0.150
1709252687.392362,2615951.000,46040,3,AX,1,100,-0.134
1709252687.432363,2615991.000,46056,2,AX,1,100,-0.158
1709252687.472364,2616031.000,46056,2,AX,1,100,-0.134
1709252687.507699,2616066.333,46073,3,AX,1,100,-0.134
1709252687.543033,2616101.667,46073,3,AX,1,100,-0.167
1709252687.578367,2616137.000,46073,3,AX,1,100,-0.125
1709252687.618368,2616177.000,46088,2,AX,1,100,-0.152
1709252687.658369,2616217.000,46088,2,AX,1,100,-0.123
1709252687.698370,2616257.000,46105,3,AX,1,100,-0.158
1709252687.738371,2616297.000,46105,3,AX,1,100,-0.156
1709252687.778372,2616337.000,46105,3,AX,1,100,-0.129
1709252687.818373,2616377.000,46121,3,AX,1,100,-0.128
1709252687.858374,2616417.000,46121,3,AX,1,100,-0.167
1709252687.898376,2616457.000,46121,3,AX,1,100,-0.148
1709252687.938376,2616497.000,46138,2,AX,1,100,-0.120
1709252687.978378,2616537.000,46138,2,AX,1,100,-0.159
1709252688.018378,2616577.000,46155,3,AX,1,100,-0.152
1709252688.058380,2616617.000,46155,3,AX,1,100,-0.122
1709252688.098381,2616657.000,46155,3,AX,1,100,-0.147
1709252688.138382,2616697.000,46170,2,AX,1,100,-0.146
1709252688.178383,2616737.000,46170,2,AX,1,100,-0.144
1709252688.218384,2616777.000,46186,3,AX,1,100,-0.135
1709252688.258385,2616817.000,46186,3,AX,1,100,-0.143
1709252688.298386,2616857.000,46186,3,AX,1,100,-0.160
1709252688.338387,2616897.000,46204,2,AX,1,100,-0.123
1709252688.378388,2616937.000,46204,2,AX,1,100,-0.137
1709252688.418389,2616977.000,46221,6,AX,1,100,-0.182
1709252688.458390,2617017.000,46221,6,AX,1,100,-0.091
1709252688.498391,2617057.000,46221,6,AX,1,100,-0.193
1709252688.538392,2617097.000,46221,6,AX,1,100,-0.139
1709252688.578393,2617137.000,46221,6,AX,1,100,-0.105
1709252688.618394,2617177.000,46221,6,AX,1,100,-0.189
1709252688.658395,2617217.000,46239,5,AX,1,100,-0.135
1709252688.698396,2617257.000,46239,5,AX,1,100,-0.131
1709252688.738397,2617297.000,46239,5,AX,1,100,-0.149
1709252688.778399,2617337.000,46239,5,AX,1,100,-0.145
1709252688.818399,2617377.000,46239,5,AX,1,100,-0.142
1709252688.858401,2617417.000,46255,5,AX,1,100,-0.130
1709252688.898401,2617457.000,46255,5,AX,1,100,-0.154
1709252688.938403,2617497.000,46255,5,AX,1,100,-0.133
1709252688.978404,2617537.000,46255,5,AX,1,100,-0.139
1709252689.018405,2617577.000,46255,5,AX,1,100,-0.150
1709252689.058406,2617617.000,46272,2,AX,1,100,-0.137
1709252689.098407,2617657.000,46272,2,AX,1,100,-0.150
1709252689.138408,2617697.000,46288,3,AX,1,100,-0.147
1709252689.178409,2617737.000,46288,3,AX,1,100,-0.120
1709252689.218410,2617777.000,46288,3,AX,1,100,-0.158
1709252689.258411,2617817.000,46305,2,AX,1,100,-0.124
1709252689.298412,2617857.000,46305,2,AX,1,100,-0.145
1709252689.338413,2617897.000,46324,3,AX,1,100,-0.136
1709252689.378414,2617937.000,46324,3,AX,1,100,-0.148
1709252689.418415,2617977.000,46324,3,AX,1,100,-0.127
1709252689.454083,2618012.667,46339,3,AX,1,100,-0.152
1709252689.489750,2618048.333,46339,3,AX,1,100,-0.132
1709252689.525418,2618084.000,46339,3,AX,1,100,-0.146
1709252689.564919,2618123.500,46355,2,AX,1,100,-0.139
1709252689.604420,2618163.000,46355,2,AX,1,100,-0.117
1709252689.644621,2618203.200,46378,5,AX,1,100,-0.158
1709252689.684822,2618243.400,46378,5,AX,1,100,-0.133
1709252689.725023,2618283.600,46378,5,AX,1,100,-0.127
1709252689.765224,2618323.800,46378,5,AX,1,100,-0.154
1709252689.805425,2618364.000,46378,5,AX,1,100,-0.136
1709252689.845426,2618404.000,46393,3,AX,1,100,-0.134
