LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1709872535.465906,963388.000,26706,3,MZ,1,100,53
1709872535.505906,963428.000,26706,3,MZ,1,100,54
1709872535.541573,963463.667,26725,3,MZ,1,100,54
1709872535.577240,963499.333,26725,3,MZ,1,100,54
1709872535.612907,963535.000,26725,3,MZ,1,100,56
1709872535.652908,963575.000,26740,2,MZ,1,100,55
1709872535.692908,963615.000,26740,2,MZ,1,100,54
1709872535.732909,963655.000,26756,3,MZ,1,100,54
1709872535.772909,963695.000,26756,3,MZ,1,100,56
1709872535.812910,963735.000,26756,3,MZ,1,100,55
1709872535.852910,963775.000,26774,2,MZ,1,100,54
1709872535.892911,963815.000,26774,2,MZ,1,100,54
1709872535.932911,963855.000,26792,3,MZ,1,100,55
1709872535.972912,963895.000,26792,3,MZ,1,100,54
1709872536.012912,963935.000,26792,3,MZ,1,100,54
1709872536.052912,963975.000,26807,2,MZ,1,100,55
1709872536.092913,964015.000,26807,2,MZ,1,100,54
1709872536.132913,964055.000,26824,3,MZ,1,100,54
1709872536.172914,964095.000,26824,3,MZ,1,100,54
1709872536.212914,964135.000,26824,3,MZ,1,100,54
1709872536.252915,964175.000,26841,3,MZ,1,100,54
1709872536.292915,964215.000,26841,3,MZ,1,100,54
1709872536.332916,964255.000,26841,3,MZ,1,100,54
1709872536.372916,964295.000,26857,2,MZ,1,100,56
1709872536.412917,964335.000,26857,2,MZ,1,100,56
1709872536.452917,964375.000,26872,3,MZ,1,100,54
1709872536.492918,964415.000,26872,3,MZ,1,100,55
1709872536.532918,964455.000,26872,3,MZ,1,100,55
1709872536.572918,964495.000,26891,2,MZ,1,100,54
1709872536.612919,964535.000,26891,2,MZ,1,100,55
1709872536.652919,964575.000,26910,3,MZ,1,100,54
1709872536.692920,964615.000,26910,3,MZ,1,100,55
1709872536.732920,964655.000,26910,3,MZ,1,100,56
1709872536.772921,964695.000,26926,2,MZ,1,100,56
1709872536.812921,964735.000,26926,2,MZ,1,100,56
1709872536.853255,964775.333,26943,3,MZ,1,100,56
1709872536.893589,964815.667,26943,3,MZ,1,100,56
1709872536.933923,964856.000,26943,3,MZ,1,100,55
1709872536.973923,964896.000,26958,2,MZ,1,100,55
1709872537.013923,964936.000,26958,2,MZ,1,100,56
1709872537.053591,964975.667,26975,3,MZ,1,100,56
1709872537.093258,965015.333,26975,3,MZ,1,100,55
1709872537.132925,965055.000,26975,3,MZ,1,100,55
1709872537.173425,965095.500,26992,2,MZ,1,100,56
1709872537.213926,965136.000,26992,2,MZ,1,100,55
1709872537.253593,965175.667,27009,3,MZ,1,100,56
1709872537.293260,965215.333,27009,3,MZ,1,100,54
1709872537.332927,965255.000,27009,3,MZ,1,100,56
1709872537.372928,965295.000,27023,3,MZ,1,100,55
1709872537.412928,965335.000,27023,3,MZ,1,100,55
1709872537.452929,965375.000,27023,3,MZ,1,100,56
1709872537.486429,965408.500,27043,2,MZ,1,100,55
1709872537.519929,965442.000,27043,2,MZ,1,100,55
1709872537.559596,965481.667,27059,3,MZ,1,100,56
1709872537.599263,965521.333,27059,3,MZ,1,100,56
1709872537.638931,965561.000,27059,3,MZ,1,100,54
1709872537.678931,965601.000,27076,3,MZ,1,100,55
1709872537.718932,965641.000,27076,3,MZ,1,100,55
1709872537.758932,965681.000,27076,3,MZ,1,100,55
1709872537.798933,965721.000,27090,2,MZ,1,100,54
1709872537.838933,965761.000,27090,2,MZ,1,100,55
1709872537.878933,965801.000,27108,3,MZ,1,100,55
1709872537.918934,965841.000,27108,3,MZ,1,100,56
1709872537.958934,965881.000,27108,3,MZ,1,100,55
1709872537.998935,965921.000,27124,2,MZ,1,100,56
1709872538.038935,965961.000,27124,2,MZ,1,100,55
1709872538.078936,966001.000,27141,3,MZ,1,100,56
1709872538.118936,966041.000,27141,3,MZ,1,100,56
1709872538.158937,966081.000,27141,3,MZ,1,100,55
1709872538.198937,966121.000,27156,2,MZ,1,100,55
1709872538.238938,966161.000,27156,2,MZ,1,100,56
1709872538.278938,966201.000,27175,3,MZ,1,100,55
1709872538.318938,966241.000,27175,3,MZ,1,100,56
1709872538.358939,966281.000,27175,3,MZ,1,100,56
1709872538.398939,966321.000,27191,2,MZ,1,100,55
1709872538.438940,966361.000,27191,2,MZ,1,100,56
1709872538.478940,966401.000,27209,3,MZ,1,100,55
1709872538.518941,966441.000,27209,3,MZ,1,100,56
1709872538.558941,966481.000,27209,3,MZ,1,100,55
1709872538.598942,966521.000,27224,2,MZ,1,100,55
1709872538.638942,966561.000,27224,2,MZ,1,100,56
1709872538.678942,966601.000,27240,3,MZ,1,100,56
1709872538.718943,966641.000,27240,3,MZ,1,100,56
1709872538.758944,966681.000,27240,3,MZ,1,100,56
1709872538.798944,966721.000,27261,2,MZ,1,100,55
1709872538.838944,966761.000,27261,2,MZ,1,100,56
1709872538.878945,966801.000,27281,3,MZ,1,100,55
1709872538.918945,966841.000,27281,3,MZ,1,100,55
1709872538.958946,966881.000,27281,3,MZ,1,100,56
1709872538.998946,966921.000,27296,2,MZ,1,100,56
1709872539.038947,966961.000,27296,2,MZ,1,100,56
1709872539.078947,967001.000,27316,3,MZ,1,100,56
1709872539.118948,967041.000,27316,3,MZ,1,100,56
1709872539.158948,967081.000,27316,3,MZ,1,100,55
1709872539.198948,967121.000,27333,3,MZ,1,100,56
1709872539.238949,967161.000,27333,3,MZ,1,100,56
1709872539.278949,967201.000,27333,3,MZ,1,100,55
1709872539.318950,967241.000,27350,2,MZ,1,100,56
1709872539.358950,967281.000,27350,2,MZ,1,100,57
1709872539.394617,967316.667,27368,3,MZ,1,100,55
1709872539.430285,967352.333,27368,3,MZ,1,100,54
1709872539.465951,967388.000,27368,3,MZ,1,100,56
1709872539.505952,967428.000,27384,2,MZ,1,100,56
1709872539.545953,967468.000,27384,2,MZ,1,100,56
1709872539.585953,967508.000,27400,3,MZ,1,100,54
1709872539.625953,967548.000,27400,3,MZ,1,100,56
1709872539.665954,967588.000,27400,3,MZ,1,100,55
1709872539.705954,967628.000,27417,3,MZ,1,100,56
1709872539.745955,967668.000,27417,3,MZ,1,100,55
1709872539.785955,967708.000,27417,3,MZ,1,100,55
1709872539.825956,967748.000,27436,2,MZ,1,100,55
1709872539.865956,967788.000,27436,2,MZ,1,100,57
1709872539.905957,967828.000,27451,3,MZ,1,100,56
1709872539.945957,967868.000,27451,3,MZ,1,100,56
1709872539.985957,967908.000,27451,3,MZ,1,100,55
1709872540.025958,967948.000,27467,2,MZ,1,100,55
1709872540.065958,967988.000,27467,2,MZ,1,100,56
1709872540.105959,968028.000,27484,3,MZ,1,100,56
1709872540.145959,968068.000,27484,3,MZ,1,100,55
1709872540.185960,968108.000,27484,3,MZ,1,100,56
1709872540.225960,968148.000,27503,2,MZ,1,100,55
1709872540.265961,968188.000,27503,2,MZ,1,100,54
1709872540.305961,968228.000,27520,3,MZ,1,100,55
1709872540.345962,968268.000,27520,3,MZ,1,100,56
1709872540.385962,968308.000,27520,3,MZ,1,100,56
1709872540.425962,968348.000,27536,2,MZ,1,100,55
1709872540.465963,968388.000,27536,2,MZ,1,100,55
1709872540.505963,968428.000,27554,3,MZ,1,100,55
1709872540.545964,968468.000,27554,3,MZ,1,100,56
1709872540.585964,968508.000,27554,3,MZ,1,100,56
1709872540.625965,968548.000,27572,3,MZ,1,100,55
1709872540.665965,968588.000,27572,3,MZ,1,100,54
1709872540.705966,968628.000,27572,3,MZ,1,100,56
1709872540.745966,968668.000,27588,2,MZ,1,100,56
1709872540.785967,968708.000,27588,2,MZ,1,100,54
1709872540.825967,968748.000,27604,3,MZ,1,100,56
1709872540.865968,968788.000,27604,3,MZ,1,100,56
1709872540.905968,968828.000,27604,3,MZ,1,100,56
1709872540.945968,968868.000,27623,2,MZ,1,100,54
1709872540.985969,968908.000,27623,2,MZ,1,100,55
1709872541.025969,968948.000,27639,3,MZ,1,100,55
1709872541.065970,968988.000,27639,3,MZ,1,100,56
1709872541.105970,969028.000,27639,3,MZ,1,100,56
1709872541.141637,969063.667,27657,3,MZ,1,100,55
1709872541.177305,969099.333,27657,3,MZ,1,100,54
1709872541.212971,969135.000,27657,3,MZ,1,100,56
1709872541.252972,969175.000,27671,2,MZ,1,100,56
1709872541.292972,969215.000,27671,2,MZ,1,100,56
1709872541.332973,969255.000,27688,3,MZ,1,100,56
1709872541.372973,969295.000,27688,3,MZ,1,100,55
1709872541.412974,969335.000,27688,3,MZ,1,100,56
1709872541.452974,969375.000,27704,2,MZ,1,100,54
1709872541.492975,969415.000,27704,2,MZ,1,100,56
1709872541.532975,969455.000,27722,3,MZ,1,100,56
1709872541.572976,969495.000,27722,3,MZ,1,100,56
1709872541.612976,969535.000,27722,3,MZ,1,100,56
1709872541.652977,969575.000,27736,2,MZ,1,100,56
1709872541.692977,969615.000,27736,2,MZ,1,100,56
1709872541.732977,969655.000,27753,3,MZ,1,100,55
1709872541.772978,969695.000,27753,3,MZ,1,100,55
1709872541.812978,969735.000,27753,3,MZ,1,100,56
1709872541.852979,969775.000,27770,2,MZ,1,100,56
1709872541.892979,969815.000,27770,2,MZ,1,100,57
1709872541.932647,969854.667,27789,3,MZ,1,100,55
1709872541.972313,969894.333,27789,3,MZ,1,100,57
1709872542.011981,969934.000,27789,3,MZ,1,100,56
1709872542.051981,969974.000,27803,2,MZ,1,100,54
1709872542.091982,970014.000,27803,2,MZ,1,100,55
1709872542.131982,970054.000,27823,3,MZ,1,100,56
1709872542.171983,970094.000,27823,3,MZ,1,100,55
1709872542.211983,970134.000,27823,3,MZ,1,100,55
1709872542.251983,970174.000,27839,3,MZ,1,100,55
1709872542.291984,970214.000,27839,3,MZ,1,100,55
1709872542.331984,970254.000,27839,3,MZ,1,100,54
1709872542.371985,970294.000,27856,2,MZ,1,100,55
1709872542.411985,970334.000,27856,2,MZ,1,100,55
1709872542.451986,970374.000,27870,3,MZ,1,100,55
1709872542.491986,970414.000,27870,3,MZ,1,100,55
1709872542.531986,970454.000,27870,3,MZ,1,100,54
1709872542.571987,970494.000,27890,2,MZ,1,100,56
1709872542.611988,970534.000,27890,2,MZ,1,100,56
1709872542.651988,970574.000,27906,3,MZ,1,100,56
1709872542.691988,970614.000,27906,3,MZ,1,100,56
1709872542.731989,970654.000,27906,3,MZ,1,100,56
1709872542.771989,970694.000,27923,3,MZ,1,100,55
1709872542.811990,970734.000,27923,3,MZ,1,100,56
1709872542.851990,970774.000,27923,3,MZ,1,100,55
1709872542.891991,970814.000,27942,3,MZ,1,100,56
1709872542.931991,970854.000,27942,3,MZ,1,100,56
1709872542.971992,970894.000,27942,3,MZ,1,100,55
1709872543.011992,970934.000,27958,2,MZ,1,100,56
1709872543.051992,970974.000,27958,2,MZ,1,100,56
1709872543.087660,971009.667,27973,3,MZ,1,100,55
1709872543.123327,971045.333,27973,3,MZ,1,100,55
1709872543.158994,971081.000,27973,3,MZ,1,100,56
1709872543.198994,971121.000,27993,3,MZ,1,100,56
1709872543.238995,971161.000,27993,3,MZ,1,100,56
1709872543.278995,971201.000,27993,3,MZ,1,100,55
1709872543.318995,971241.000,28009,2,MZ,1,100,54
1709872543.358996,971281.000,28009,2,MZ,1,100,56
1709872543.398997,971321.000,28028,3,MZ,1,100,55
1709872543.438997,971361.000,28028,3,MZ,1,100,55
1709872543.478997,971401.000,28028,3,MZ,1,100,56
1709872543.518998,971441.000,28043,2,MZ,1,100,55
1709872543.558998,971481.000,28043,2,MZ,1,100,56
1709872543.598999,971521.000,28060,3,MZ,1,100,56
1709872543.638999,971561.000,28060,3,MZ,1,100,56
1709872543.679000,971601.000,28060,3,MZ,1,100,55
1709872543.719000,971641.000,28076,2,MZ,1,100,55
1709872543.759001,971681.000,28076,2,MZ,1,100,55
1709872543.799001,971721.000,28096,3,MZ,1,100,56
1709872543.839001,971761.000,28096,3,MZ,1,100,54
1709872543.879002,971801.000,28096,3,MZ,1,100,55
1709872543.919003,971841.000,28115,4,MZ,1,100,56
1709872543.959003,971881.000,28115,4,MZ,1,100,55
1709872543.999003,971921.000,28115,4,MZ,1,100,56
1709872544.039004,971961.000,28115,4,MZ,1,100,56
1709872544.079004,972001.000,28132,3,MZ,1,100,55
1709872544.119005,972041.000,28132,3,MZ,1,100,56
1709872544.159005,972081.000,28132,3,MZ,1,100,55
1709872544.199006,972121.000,28147,2,MZ,1,100,56
1709872544.239006,972161.000,28147,2,MZ,1,100,54
1709872544.279006,972201.000,28164,3,MZ,1,100,56
1709872544.319007,972241.000,28164,3,MZ,1,100,55
1709872544.359007,972281.000,28164,3,MZ,1,100,56
1709872544.399008,972321.000,28180,2,MZ,1,100,55
1709872544.439008,972361.000,28180,2,MZ,1,100,55
1709872544.479009,972401.000,28200,3,MZ,1,100,56
1709872544.519009,972441.000,28200,3,MZ,1,100,54
1709872544.559010,972481.000,28200,3,MZ,1,100,55
1709872544.599010,972521.000,28214,2,MZ,1,100,55
1709872544.639011,972561.000,28214,2,MZ,1,100,56
1709872544.679011,972601.000,28231,3,MZ,1,100,55
1709872544.719012,972641.000,28231,3,MZ,1,100,55
1709872544.759012,972681.000,28231,3,MZ,1,100,56
1709872544.799012,972721.000,28247,2,MZ,1,100,55
1709872544.839013,972761.000,28247,2,MZ,1,100,56
1709872544.879014,972801.000,28265,3,MZ,1,100,55
1709872544.919014,972841.000,28265,3,MZ,1,100,56
1709872544.959014,972881.000,28265,3,MZ,1,100,56
1709872544.994681,972916.667,28279,3,MZ,1,100,55
1709872545.030349,972952.333,28279,3,MZ,1,100,56
1709872545.066015,972988.000,28279,3,MZ,1,100,56
1709872545.106016,973028.000,28296,2,MZ,1,100,56
1709872545.146016,973068.000,28296,2,MZ,1,100,56
1709872545.186017,973108.000,28313,3,MZ,1,100,56
1709872545.226017,973148.000,28313,3,MZ,1,100,54
1709872545.266018,973188.000,28313,3,MZ,1,100,56
1709872545.306018,973228.000,28332,2,MZ,1,100,56
1709872545.346019,973268.000,28332,2,MZ,1,100,56
1709872545.386019,973308.000,28347,3,MZ,1,100,56
1709872545.426020,973348.000,28347,3,MZ,1,100,54
1709872545.466020,973388.000,28347,3,MZ,1,100,56
1709872545.506021,973428.000,28366,2,MZ,1,100,56
1709872545.546021,973468.000,28366,2,MZ,1,100,55
1709872545.586021,973508.000,28384,3,MZ,1,100,55
1709872545.626022,973548.000,28384,3,MZ,1,100,56
1709872545.666022,973588.000,28384,3,MZ,1,100,55
1709872545.706023,973628.000,28401,2,MZ,1,100,55
1709872545.746023,973668.000,28401,2,MZ,1,100,56
1709872545.786024,973708.000,28418,3,MZ,1,100,56
1709872545.826024,973748.000,28418,3,MZ,1,100,55
1709872545.866025,973788.000,28418,3,MZ,1,100,56
1709872545.906025,973828.000,28435,2,MZ,1,100,55
1709872545.946026,973868.000,28435,2,MZ,1,100,56
1709872545.986026,973908.000,28451,3,MZ,1,100,56
1709872546.026026,973948.000,28451,3,MZ,1,100,56
1709872546.066027,973988.000,28451,3,MZ,1,100,55
1709872546.106027,974028.000,28470,2,MZ,1,100,56
1709872546.146028,974068.000,28470,2,MZ,1,100,55
1709872546.186028,974108.000,28487,3,MZ,1,100,55
1709872546.226029,974148.000,28487,3,MZ,1,100,56
1709872546.266029,974188.000,28487,3,MZ,1,100,54
1709872546.306030,974228.000,28502,2,MZ,1,100,55
1709872546.346030,974268.000,28502,2,MZ,1,100,55
1709872546.386031,974308.000,28520,3,MZ,1,100,54
1709872546.426031,974348.000,28520,3,MZ,1,100,53
1709872546.466032,974388.000,28520,3,MZ,1,100,56
1709872546.506032,974428.000,28538,3,MZ,1,100,54
1709872546.546032,974468.000,28538,3,MZ,1,100,54
1709872546.586033,974508.000,28538,3,MZ,1,100,56
1709872546.626033,974548.000,28554,2,MZ,1,100,54
1709872546.666034,974588.000,28554,2,MZ,1,100,55
1709872546.706034,974628.000,28569,3,MZ,1,100,55
1709872546.746035,974668.000,28569,3,MZ,1,100,53
1709872546.786035,974708.000,28569,3,MZ,1,100,55
1709872546.826036,974748.000,28586,2,MZ,1,100,53
1709872546.866036,974788.000,28586,2,MZ,1,100,54
1709872546.901370,974823.333,28603,3,MZ,1,100,54
1709872546.936704,974858.667,28603,3,MZ,1,100,54
1709872546.972037,974894.000,28603,3,MZ,1,100,54
1709872547.012038,974934.000,28619,3,MZ,1,100,54
1709872547.052038,974974.000,28619,3,MZ,1,100,53
1709872547.092039,975014.000,28619,3,MZ,1,100,54
1709872547.132039,975054.000,28636,2,MZ,1,100,54
1709872547.172040,975094.000,28636,2,MZ,1,100,53
1709872547.212040,975134.000,28653,3,MZ,1,100,54
1709872547.252041,975174.000,28653,3,MZ,1,100,53
1709872547.292041,975214.000,28653,3,MZ,1,100,54
1709872547.332042,975254.000,28670,2,MZ,1,100,55
1709872547.372042,975294.000,28670,2,MZ,1,100,53
1709872547.412042,975334.000,28686,3,MZ,1,100,54
1709872547.452043,975374.000,28686,3,MZ,1,100,55
1709872547.492043,975414.000,28686,3,MZ,1,100,54
1709872547.532044,975454.000,28702,2,MZ,1,100,54
1709872547.572044,975494.000,28702,2,MZ,1,100,55
1709872547.612045,975534.000,28720,3,MZ,1,100,54
1709872547.652045,975574.000,28720,3,MZ,1,100,54
1709872547.692046,975614.000,28720,3,MZ,1,100,54
1709872547.732046,975654.000,28737,2,MZ,1,100,55
1709872547.772047,975694.000,28737,2,MZ,1,100,55
1709872547.812047,975734.000,28756,3,MZ,1,100,54
1709872547.852047,975774.000,28756,3,MZ,1,100,54
1709872547.892048,975814.000,28756,3,MZ,1,100,55
1709872547.932048,975854.000,28772,2,MZ,1,100,55
1709872547.972049,975894.000,28772,2,MZ,1,100,54
1709872548.012049,975934.000,28787,3,MZ,1,100,54
1709872548.052050,975974.000,28787,3,MZ,1,100,53
1709872548.092050,976014.000,28787,3,MZ,1,100,54
1709872548.132051,976054.000,28804,2,MZ,1,100,53
1709872548.172051,976094.000,28804,2,MZ,1,100,54
1709872548.212052,976134.000,28823,3,MZ,1,100,55
1709872548.252052,976174.000,28823,3,MZ,1,100,55
1709872548.292053,976214.000,28823,3,MZ,1,100,54
1709872548.332053,976254.000,28840,3,MZ,1,100,54
1709872548.372053,976294.000,28840,3,MZ,1,100,54
1709872548.412054,976334.000,28840,3,MZ,1,100,54
1709872548.452054,976374.000,28854,2,MZ,1,100,54
1709872548.492055,976414.000,28854,2,MZ,1,100,54
1709872548.532055,976454.000,28874,3,MZ,1,100,54
1709872548.572056,976494.000,28874,3,MZ,1,100,56
1709872548.612056,976534.000,28874,3,MZ,1,100,54
1709872548.652056,976574.000,28890,2,MZ,1,100,54
1709872548.692057,976614.000,28890,2,MZ,1,100,54
1709872548.727724,976649.667,28907,3,MZ,1,100,55
1709872548.763391,976685.333,28907,3,MZ,1,100,54
1709872548.799058,976721.000,28907,3,MZ,1,100,54
1709872548.839059,976761.000,28922,3,MZ,1,100,55
1709872548.879059,976801.000,28922,3,MZ,1,100,54
1709872548.919060,976841.000,28922,3,MZ,1,100,54
1709872548.959060,976881.000,28941,2,MZ,1,100,54
1709872548.999061,976921.000,28941,2,MZ,1,100,54
1709872549.039061,976961.000,28963,4,MZ,1,100,54
1709872549.079062,977001.000,28963,4,MZ,1,100,55
1709872549.119062,977041.000,28963,4,MZ,1,100,55
1709872549.159062,977081.000,28963,4,MZ,1,100,54
1709872549.199063,977121.000,28982,3,MZ,1,100,54
1709872549.239063,977161.000,28982,3,MZ,1,100,55
1709872549.279064,977201.000,28982,3,MZ,1,100,53
1709872549.319064,977241.000,28999,2,MZ,1,100,54
1709872549.359065,977281.000,28999,2,MZ,1,100,54
1709872549.399065,977321.000,29017,3,MZ,1,100,54
1709872549.439065,977361.000,29017,3,MZ,1,100,54
1709872549.479066,977401.000,29017,3,MZ,1,100,54
1709872549.519067,977441.000,29033,2,MZ,1,100,54
1709872549.559067,977481.000,29033,2,MZ,1,100,54
1709872549.599067,977521.000,29049,3,MZ,1,100,54
1709872549.639068,977561.000,29049,3,MZ,1,100,54
1709872549.679068,977601.000,29049,3,MZ,1,100,55
1709872549.719069,977641.000,29066,3,MZ,1,100,54
1709872549.759069,977681.000,29066,3,MZ,1,100,55
1709872549.799070,977721.000,29066,3,MZ,1,100,54
1709872549.839070,977761.000,29083,2,MZ,1,100,53
1709872549.879071,977801.000,29083,2,MZ,1,100,54
1709872549.919071,977841.000,29098,3,MZ,1,100,55
1709872549.959071,977881.000,29098,3,MZ,1,100,54
1709872549.999072,977921.000,29098,3,MZ,1,100,54
1709872550.039073,977961.000,29114,2,MZ,1,100,54
1709872550.079073,978001.000,29114,2,MZ,1,100,55
1709872550.119073,978041.000,29131,3,MZ,1,100,54
1709872550.159074,978081.000,29131,3,MZ,1,100,54
1709872550.199074,978121.000,29131,3,MZ,1,100,54
1709872550.239075,978161.000,29150,2,MZ,1,100,54
1709872550.279075,978201.000,29150,2,MZ,1,100,54
1709872550.319076,978241.000,29166,3,MZ,1,100,54
1709872550.359076,978281.000,29166,3,MZ,1,100,54
1709872550.399076,978321.000,29166,3,MZ,1,100,54
1709872550.439077,978361.000,29183,2,MZ,1,100,53
1709872550.479077,978401.000,29183,2,MZ,1,100,53
1709872550.519078,978441.000,29201,3,MZ,1,100,53
1709872550.559078,978481.000,29201,3,MZ,1,100,54
1709872550.599079,978521.000,29201,3,MZ,1,100,54
1709872550.634413,978556.333,29217,3,MZ,1,100,55
1709872550.669746,978591.667,29217,3,MZ,1,100,54
1709872550.705080,978627.000,29217,3,MZ,1,100,53
1709872550.745080,978667.000,29234,2,MZ,1,100,54
1709872550.785081,978707.000,29234,2,MZ,1,100,54
1709872550.825081,978747.000,29251,3,MZ,1,100,55
1709872550.865082,978787.000,29251,3,MZ,1,100,54
