LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1709872451.980314,879903.000,12966,2,AK,1,100,12964
1709872452.004314,879927.000,12966,2,AK,1,100,RD
1709872454.535269,882458.000,13809,2,AK,1,100,12964
1709872457.066223,884989.000,13809,2,AK,1,100,RD
1709872459.621177,887544.000,14636,2,AK,1,100,13810
1709872462.176132,890099.000,14636,2,AK,1,100,RD
1709872462.179132,890102.000,14638,2,AK,1,100,13810
1709872462.182132,890105.000,14638,2,AK,1,100,RD
1709872464.732586,892655.500,15463,2,AK,1,100,14639
1709872467.283040,895206.000,15463,2,AK,1,100,RD
1709872467.286040,895209.000,15465,2,AK,1,100,14639
1709872467.289040,895212.000,15465,2,AK,1,100,RD
1709872467.335039,895258.000,15468,2,AK,1,100,15466
1709872467.381038,895304.000,15468,2,AK,1,100,RD
1709872469.887993,897811.000,16315,2,AK,1,100,15466
1709872472.394948,900318.000,16315,2,AK,1,100,RD
1709872472.401448,900324.500,16318,2,AK,1,100,16316
1709872472.407948,900331.000,16318,2,AK,1,100,RD
1709872474.954902,902878.000,17165,2,AK,1,100,16316
1709872477.501857,905425.000,17165,2,AK,1,100,RD
