LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1709872311.530833,739451.000,55390,2,PI,1,100,179013
1709872311.570832,739491.000,55390,2,PI,1,100,179034
1709872311.610832,739531.000,55405,3,PI,1,100,179013
1709872311.650831,739571.000,55405,3,PI,1,100,179021
1709872311.690830,739611.000,55405,3,PI,1,100,179005
1709872311.730830,739651.000,55421,2,PI,1,100,179000
1709872311.770829,739691.000,55421,2,PI,1,100,179003
1709872311.810828,739731.000,55439,3,PI,1,100,179017
1709872311.850827,739771.000,55439,3,PI,1,100,179004
1709872311.890827,739811.000,55439,3,PI,1,100,179020
1709872311.930826,739851.000,55457,3,PI,1,100,179005
1709872311.970825,739891.000,55457,3,PI,1,100,178991
1709872312.010825,739931.000,55457,3,PI,1,100,179018
1709872312.050824,739971.000,55472,2,PI,1,100,179016
1709872312.090823,740011.000,55472,2,PI,1,100,178999
1709872312.130822,740051.000,55488,3,PI,1,100,179008
1709872312.170822,740091.000,55488,3,PI,1,100,179033
1709872312.210821,740131.000,55488,3,PI,1,100,179026
1709872312.250820,740171.000,55506,2,PI,1,100,179018
1709872312.290820,740211.000,55506,2,PI,1,100,179010
1709872312.330819,740251.000,55524,3,PI,1,100,179014
1709872312.370818,740291.000,55524,3,PI,1,100,179002
1709872312.410817,740331.000,55524,3,PI,1,100,179005
1709872312.450817,740371.000,55539,2,PI,1,100,179005
1709872312.490816,740411.000,55539,2,PI,1,100,179003
1709872312.530815,740451.000,55556,3,PI,1,100,179006
1709872312.570815,740491.000,55556,3,PI,1,100,179011
1709872312.610814,740531.000,55556,3,PI,1,100,179021
1709872312.650813,740571.000,55573,2,PI,1,100,179035
1709872312.690812,740611.000,55573,2,PI,1,100,179040
1709872312.730812,740651.000,55589,3,PI,1,100,179046
1709872312.770811,740691.000,55589,3,PI,1,100,179025
1709872312.810810,740731.000,55589,3,PI,1,100,179047
1709872312.850810,740771.000,55605,2,PI,1,100,179079
1709872312.890809,740811.000,55605,2,PI,1,100,179082
1709872312.930808,740851.000,55623,3,PI,1,100,179100
1709872312.970808,740891.000,55623,3,PI,1,100,179089
1709872313.010807,740931.000,55623,3,PI,1,100,179095
1709872313.050806,740971.000,55640,2,PI,1,100,179108
1709872313.090805,741011.000,55640,2,PI,1,100,179114
1709872313.130805,741051.000,55656,3,PI,1,100,179112
1709872313.170804,741091.000,55656,3,PI,1,100,179101
1709872313.210803,741131.000,55656,3,PI,1,100,179119
1709872313.250803,741171.000,55672,2,PI,1,100,179126
1709872313.290802,741211.000,55672,2,PI,1,100,179132
1709872313.330801,741251.000,55688,3,PI,1,100,179104
1709872313.370800,741291.000,55688,3,PI,1,100,179110
1709872313.410800,741331.000,55688,3,PI,1,100,179113
1709872313.450799,741371.000,55705,3,PI,1,100,179103
1709872313.490798,741411.000,55705,3,PI,1,100,179104
1709872313.530797,741451.000,55705,3,PI,1,100,179133
1709872313.570797,741491.000,55722,2,PI,1,100,179184
1709872313.610796,741531.000,55722,2,PI,1,100,179211
1709872313.650795,741571.000,55745,4,PI,1,100,179169
1709872313.690794,741611.000,55745,4,PI,1,100,179186
1709872313.730794,741651.000,55745,4,PI,1,100,179150
1709872313.770793,741691.000,55745,4,PI,1,100,179156
1709872313.810792,741731.000,55761,2,PI,1,100,179129
1709872313.850792,741771.000,55761,2,PI,1,100,179120
1709872313.895124,741815.333,55777,3,PI,1,100,179123
1709872313.939457,741859.667,55777,3,PI,1,100,179106
1709872313.983789,741904.000,55777,3,PI,1,100,179119
1709872314.024289,741944.500,55793,2,PI,1,100,179119
1709872314.064788,741985.000,55793,2,PI,1,100,179101
1709872314.104787,742025.000,55812,3,PI,1,100,179100
1709872314.144786,742065.000,55812,3,PI,1,100,179122
1709872314.184786,742105.000,55812,3,PI,1,100,179113
1709872314.224285,742144.500,55829,2,PI,1,100,179085
1709872314.263784,742184.000,55829,2,PI,1,100,179092
1709872314.303783,742224.000,55844,3,PI,1,100,179089
1709872314.343783,742264.000,55844,3,PI,1,100,179077
1709872314.383782,742304.000,55844,3,PI,1,100,179069
1709872314.423781,742344.000,55860,2,PI,1,100,179089
1709872314.463781,742384.000,55860,2,PI,1,100,179074
1709872314.503780,742424.000,55880,3,PI,1,100,179072
1709872314.543779,742464.000,55880,3,PI,1,100,179077
