LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1701221185.696867,2342951.000,57261,3,AY,1,100,0.012
1701221185.736859,2342991.000,57261,3,AY,1,100,0.020
1701221185.776851,2343031.000,57261,3,AY,1,100,0.076
1701221185.816843,2343071.000,57281,2,AY,1,100,0.081
1701221185.856835,2343111.000,57281,2,AY,1,100,0.030
1701221185.896827,2343151.000,57296,3,AY,1,100,-0.047
1701221185.936819,2343191.000,57296,3,AY,1,100,-0.044
1701221185.976811,2343231.000,57296,3,AY,1,100,0.027
1701221186.012470,2343266.667,57314,3,AY,1,100,0.005
1701221186.048130,2343302.333,57314,3,AY,1,100,0.036
1701221186.083790,2343338.000,57314,3,AY,1,100,0.046
1701221186.123781,2343378.000,57333,2,AY,1,100,0.014
1701221186.163774,2343418.000,57333,2,AY,1,100,0.051
1701221186.203766,2343458.000,57350,3,AY,1,100,-0.149
1701221186.243757,2343498.000,57350,3,AY,1,100,-0.082
1701221186.283750,2343538.000,57350,3,AY,1,100,0.050
1701221186.323742,2343578.000,57366,2,AY,1,100,0.015
1701221186.363734,2343618.000,57366,2,AY,1,100,-0.017
1701221186.403726,2343658.000,57381,3,AY,1,100,0.004
1701221186.443718,2343698.000,57381,3,AY,1,100,-0.024
1701221186.483710,2343738.000,57381,3,AY,1,100,-0.067
1701221186.523702,2343778.000,57398,3,AY,1,100,0.047
1701221186.563694,2343818.000,57398,3,AY,1,100,0.000
1701221186.603686,2343858.000,57398,3,AY,1,100,-0.046
1701221186.643678,2343898.000,57415,2,AY,1,100,0.011
1701221186.683670,2343938.000,57415,2,AY,1,100,-0.018
1701221186.723662,2343978.000,57431,3,AY,1,100,0.000
1701221186.763654,2344018.000,57431,3,AY,1,100,-0.023
1701221186.803646,2344058.000,57431,3,AY,1,100,-0.015
1701221186.843638,2344098.000,57447,2,AY,1,100,0.004
1701221186.883630,2344138.000,57447,2,AY,1,100,-0.034
1701221186.923622,2344178.000,57463,3,AY,1,100,-0.011
1701221186.963614,2344218.000,57463,3,AY,1,100,-0.011
1701221187.003606,2344258.000,57463,3,AY,1,100,-0.017
1701221187.043598,2344298.000,57480,2,AY,1,100,-0.010
1701221187.083590,2344338.000,57480,2,AY,1,100,-0.008
1701221187.123582,2344378.000,57497,3,AY,1,100,-0.026
1701221187.163574,2344418.000,57497,3,AY,1,100,-0.014
1701221187.203566,2344458.000,57497,3,AY,1,100,-0.014
1701221187.243558,2344498.000,57512,2,AY,1,100,-0.014
1701221187.283550,2344538.000,57512,2,AY,1,100,-0.008
1701221187.323542,2344578.000,57528,3,AY,1,100,-0.009
1701221187.363534,2344618.000,57528,3,AY,1,100,-0.052
1701221187.403526,2344658.000,57528,3,AY,1,100,-0.024
1701221187.443518,2344698.000,57547,2,AY,1,100,0.006
1701221187.483510,2344738.000,57547,2,AY,1,100,-0.008
1701221187.523502,2344778.000,57564,3,AY,1,100,-0.046
1701221187.563494,2344818.000,57564,3,AY,1,100,0.018
1701221187.603486,2344858.000,57564,3,AY,1,100,-0.015
1701221187.643478,2344898.000,57580,2,AY,1,100,-0.001
1701221187.683470,2344938.000,57580,2,AY,1,100,-0.015
