LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1709251384.269150,1312815.000,22521,3,MX,1,100, 2
1709251384.309148,1312855.000,22521,3,MX,1,100, 1
1709251384.349147,1312895.000,22521,3,MX,1,100, 1
1709251384.389146,1312935.000,22538,2,MX,1,100, 1
1709251384.429144,1312975.000,22538,2,MX,1,100, 1
1709251384.469143,1313015.000,22557,3,MX,1,100, 2
1709251384.509141,1313055.000,22557,3,MX,1,100, 2
1709251384.549140,1313095.000,22557,3,MX,1,100, 1
1709251384.589139,1313135.000,22576,3,MX,1,100, 2
1709251384.629137,1313175.000,22576,3,MX,1,100, 2
1709251384.669136,1313215.000,22576,3,MX,1,100, 2
1709251384.709135,1313255.000,22591,2,MX,1,100, 2
1709251384.749133,1313295.000,22591,2,MX,1,100, 2
1709251384.789132,1313335.000,22608,3,MX,1,100, 2
1709251384.829130,1313375.000,22608,3,MX,1,100, 2
1709251384.869129,1313415.000,22608,3,MX,1,100, 2
1709251384.909127,1313455.000,22630,4,MX,1,100, 1
1709251384.949126,1313495.000,22630,4,MX,1,100, 2
1709251384.989125,1313535.000,22630,4,MX,1,100, 2
1709251385.029123,1313575.000,22630,4,MX,1,100, 2
1709251385.069122,1313615.000,22646,2,MX,1,100, 2
1709251385.109121,1313655.000,22646,2,MX,1,100, 2
1709251385.149119,1313695.000,22664,3,MX,1,100, 2
1709251385.189118,1313735.000,22664,3,MX,1,100, 1
1709251385.229116,1313775.000,22664,3,MX,1,100, 2
1709251385.269115,1313815.000,22680,2,MX,1,100, 2
1709251385.309114,1313855.000,22680,2,MX,1,100, 2
1709251385.349112,1313895.000,22698,3,MX,1,100, 2
1709251385.389111,1313935.000,22698,3,MX,1,100, 2
1709251385.429110,1313975.000,22698,3,MX,1,100, 2
1709251385.469108,1314015.000,22714,2,MX,1,100, 2
1709251385.509107,1314055.000,22714,2,MX,1,100, 1
1709251385.549105,1314095.000,22731,3,MX,1,100, 2
1709251385.589104,1314135.000,22731,3,MX,1,100, 2
1709251385.629103,1314175.000,22731,3,MX,1,100, 0
1709251385.664435,1314210.333,22747,3,MX,1,100, 2
1709251385.699767,1314245.667,22747,3,MX,1,100, 2
1709251385.735099,1314281.000,22747,3,MX,1,100, 1
1709251385.775098,1314321.000,22765,2,MX,1,100, 2
1709251385.815096,1314361.000,22765,2,MX,1,100, 2
1709251385.855095,1314401.000,22779,3,MX,1,100, 1
1709251385.895093,1314441.000,22779,3,MX,1,100, 2
1709251385.935092,1314481.000,22779,3,MX,1,100, 1
1709251385.975091,1314521.000,22796,2,MX,1,100, 1
1709251386.015089,1314561.000,22796,2,MX,1,100, 2
1709251386.055088,1314601.000,22812,3,MX,1,100, 1
1709251386.095087,1314641.000,22812,3,MX,1,100, 2
1709251386.135085,1314681.000,22812,3,MX,1,100, 1
1709251386.175084,1314721.000,22830,2,MX,1,100, 2
1709251386.215082,1314761.000,22830,2,MX,1,100, 2
1709251386.255081,1314801.000,22844,3,MX,1,100, 1
1709251386.295080,1314841.000,22844,3,MX,1,100, 2
1709251386.335078,1314881.000,22844,3,MX,1,100, 1
1709251386.374743,1314920.667,22861,3,MX,1,100, 1
1709251386.414409,1314960.333,22861,3,MX,1,100, 1
1709251386.454074,1315000.000,22861,3,MX,1,100, 3
1709251386.494073,1315040.000,22880,2,MX,1,100, 1
1709251386.534071,1315080.000,22880,2,MX,1,100, 3
1709251386.574070,1315120.000,22897,3,MX,1,100, 2
1709251386.614069,1315160.000,22897,3,MX,1,100, 1
1709251386.654067,1315200.000,22897,3,MX,1,100, 1
1709251386.694566,1315240.500,22911,2,MX,1,100, 2
1709251386.735064,1315281.000,22911,2,MX,1,100, 2
1709251386.774730,1315320.667,22929,3,MX,1,100, 2
1709251386.814395,1315360.333,22929,3,MX,1,100, 2
1709251386.854060,1315400.000,22929,3,MX,1,100, 3
1709251386.894559,1315440.500,22945,2,MX,1,100, 2
1709251386.935057,1315481.000,22945,2,MX,1,100, 1
1709251386.974723,1315520.667,22962,3,MX,1,100, 2
1709251387.014388,1315560.333,22962,3,MX,1,100, 2
1709251387.054053,1315600.000,22962,3,MX,1,100, 2
1709251387.094052,1315640.000,22976,2,MX,1,100, 1
1709251387.134051,1315680.000,22976,2,MX,1,100, 1
1709251387.174049,1315720.000,22994,3,MX,1,100, 2
1709251387.214048,1315760.000,22994,3,MX,1,100, 1
1709251387.254046,1315800.000,22994,3,MX,1,100, 2
1709251387.294378,1315840.333,23012,3,MX,1,100, 2
1709251387.334710,1315880.667,23012,3,MX,1,100, 0
1709251387.375042,1315921.000,23012,3,MX,1,100, 2
1709251387.414541,1315960.500,23029,2,MX,1,100, 2
1709251387.454040,1316000.000,23029,2,MX,1,100, 1
1709251387.490038,1316036.000,23046,3,MX,1,100, 2
1709251387.526037,1316072.000,23046,3,MX,1,100, 1
1709251387.562036,1316108.000,23046,3,MX,1,100, 3
1709251387.602034,1316148.000,23061,2,MX,1,100, 2
1709251387.642033,1316188.000,23061,2,MX,1,100, 2
1709251387.682032,1316228.000,23077,3,MX,1,100, 2
1709251387.722030,1316268.000,23077,3,MX,1,100, 1
1709251387.762029,1316308.000,23077,3,MX,1,100, 2
1709251387.802027,1316348.000,23095,3,MX,1,100, 2
1709251387.842026,1316388.000,23095,3,MX,1,100, 2
1709251387.882025,1316428.000,23095,3,MX,1,100, 1
1709251387.922023,1316468.000,23111,2,MX,1,100, 1
1709251387.962022,1316508.000,23111,2,MX,1,100, 2
1709251388.002021,1316548.000,23126,3,MX,1,100, 2
1709251388.042019,1316588.000,23126,3,MX,1,100, 2
1709251388.082018,1316628.000,23126,3,MX,1,100, 2
1709251388.122016,1316668.000,23145,2,MX,1,100, 1
1709251388.162015,1316708.000,23145,2,MX,1,100, 2
1709251388.202014,1316748.000,23162,3,MX,1,100, 2
1709251388.242012,1316788.000,23162,3,MX,1,100, 2
1709251388.282011,1316828.000,23162,3,MX,1,100, 1
1709251388.322010,1316868.000,23178,2,MX,1,100, 1
1709251388.362008,1316908.000,23178,2,MX,1,100, 2
1709251388.402007,1316948.000,23193,3,MX,1,100, 1
1709251388.442005,1316988.000,23193,3,MX,1,100, 1
1709251388.482004,1317028.000,23193,3,MX,1,100, 1
1709251388.522002,1317068.000,23210,2,MX,1,100, 2
1709251388.562001,1317108.000,23210,2,MX,1,100, 2
1709251388.602000,1317148.000,23227,3,MX,1,100, 2
1709251388.641998,1317188.000,23227,3,MX,1,100, 2
1709251388.681997,1317228.000,23227,3,MX,1,100, 2
1709251388.721996,1317268.000,23243,2,MX,1,100, 2
1709251388.761994,1317308.000,23243,2,MX,1,100, 2
1709251388.801993,1317348.000,23259,3,MX,1,100, 2
1709251388.841991,1317388.000,23259,3,MX,1,100, 1
1709251388.881990,1317428.000,23259,3,MX,1,100, 0
1709251388.921989,1317468.000,23275,3,MX,1,100, 2
1709251388.961987,1317508.000,23275,3,MX,1,100, 3
1709251389.001986,1317548.000,23275,3,MX,1,100, 2
1709251389.041985,1317588.000,23292,2,MX,1,100, 3
1709251389.081983,1317628.000,23292,2,MX,1,100, 1
1709251389.121649,1317667.667,23311,3,MX,1,100, 2
1709251389.161314,1317707.333,23311,3,MX,1,100, 1
1709251389.200979,1317747.000,23311,3,MX,1,100, 2
1709251389.241478,1317787.500,23327,2,MX,1,100, 2
1709251389.281976,1317828.000,23327,2,MX,1,100, 1
1709251389.321975,1317868.000,23342,3,MX,1,100, 1
1709251389.361974,1317908.000,23342,3,MX,1,100, 2
1709251389.401972,1317948.000,23342,3,MX,1,100, 2
1709251389.437304,1317983.333,23360,3,MX,1,100, 1
1709251389.472636,1318018.667,23360,3,MX,1,100, 2
1709251389.507968,1318054.000,23360,3,MX,1,100, 1
1709251389.547467,1318093.500,23378,2,MX,1,100, 2
1709251389.586966,1318133.000,23378,2,MX,1,100, 1
1709251389.627298,1318173.333,23395,3,MX,1,100, 1
1709251389.667629,1318213.667,23395,3,MX,1,100, 2
1709251389.707962,1318254.000,23395,3,MX,1,100, 2
1709251389.747960,1318294.000,23409,2,MX,1,100, 2
1709251389.787959,1318334.000,23409,2,MX,1,100, 2
1709251389.827957,1318374.000,23429,3,MX,1,100, 1
1709251389.867956,1318414.000,23429,3,MX,1,100, 2
1709251389.907955,1318454.000,23429,3,MX,1,100, 1
1709251389.947753,1318493.800,23451,5,MX,1,100, 1
1709251389.987552,1318533.600,23451,5,MX,1,100, 2
1709251390.027350,1318573.400,23451,5,MX,1,100, 1
1709251390.067149,1318613.200,23451,5,MX,1,100, 2
1709251390.106948,1318653.000,23451,5,MX,1,100, 2
1709251390.146946,1318693.000,23468,3,MX,1,100, 3
1709251390.186945,1318733.000,23468,3,MX,1,100, 3
1709251390.226943,1318773.000,23468,3,MX,1,100, 1
1709251390.267442,1318813.500,23485,2,MX,1,100, 1
1709251390.307941,1318854.000,23485,2,MX,1,100, 2
1709251390.347606,1318893.667,23501,3,MX,1,100, 1
1709251390.387271,1318933.333,23501,3,MX,1,100, 2
1709251390.426937,1318973.000,23501,3,MX,1,100, 1
1709251390.467435,1319013.500,23519,2,MX,1,100, 2
1709251390.507934,1319054.000,23519,2,MX,1,100, 2
1709251390.547599,1319093.667,23534,3,MX,1,100, 2
1709251390.587265,1319133.333,23534,3,MX,1,100, 2
1709251390.626930,1319173.000,23534,3,MX,1,100, 1
1709251390.666928,1319213.000,23550,2,MX,1,100, 2
1709251390.706927,1319253.000,23550,2,MX,1,100, 1
1709251390.746926,1319293.000,23566,3,MX,1,100, 1
1709251390.786924,1319333.000,23566,3,MX,1,100, 2
1709251390.826923,1319373.000,23566,3,MX,1,100, 1
1709251390.866921,1319413.000,23584,3,MX,1,100, 1
1709251390.906920,1319453.000,23584,3,MX,1,100, 1
1709251390.946919,1319493.000,23584,3,MX,1,100, 1
1709251390.986917,1319533.000,23600,3,MX,1,100, 2
1709251391.026916,1319573.000,23600,3,MX,1,100, 2
1709251391.066915,1319613.000,23600,3,MX,1,100, 2
1709251391.106913,1319653.000,23620,2,MX,1,100, 2
1709251391.146912,1319693.000,23620,2,MX,1,100, 2
1709251391.186910,1319733.000,23634,3,MX,1,100, 2
1709251391.226909,1319773.000,23634,3,MX,1,100, 3
1709251391.266908,1319813.000,23634,3,MX,1,100, 2
1709251391.302906,1319849.000,23651,3,MX,1,100, 1
1709251391.338905,1319885.000,23651,3,MX,1,100, 2
1709251391.374904,1319921.000,23651,3,MX,1,100, 2
1709251391.414902,1319961.000,23667,2,MX,1,100, 2
1709251391.454901,1320001.000,23667,2,MX,1,100, 1
1709251391.494900,1320041.000,23685,3,MX,1,100, 2
1709251391.534898,1320081.000,23685,3,MX,1,100, 2
1709251391.574897,1320121.000,23685,3,MX,1,100, 1
1709251391.614896,1320161.000,23699,2,MX,1,100, 2
1709251391.654894,1320201.000,23699,2,MX,1,100, 1
1709251391.694893,1320241.000,23716,3,MX,1,100, 1
1709251391.734891,1320281.000,23716,3,MX,1,100, 1
1709251391.774890,1320321.000,23716,3,MX,1,100, 2
1709251391.814889,1320361.000,23735,3,MX,1,100, 2
1709251391.854887,1320401.000,23735,3,MX,1,100, 2
1709251391.894886,1320441.000,23735,3,MX,1,100, 2
1709251391.934885,1320481.000,23752,2,MX,1,100, 2
1709251391.974883,1320521.000,23752,2,MX,1,100, 2
1709251392.014882,1320561.000,23766,3,MX,1,100, 2
1709251392.054880,1320601.000,23766,3,MX,1,100, 2
1709251392.094879,1320641.000,23766,3,MX,1,100, 2
1709251392.134877,1320681.000,23784,2,MX,1,100, 2
1709251392.174876,1320721.000,23784,2,MX,1,100, 1
1709251392.214875,1320761.000,23800,3,MX,1,100, 2
1709251392.254874,1320801.000,23800,3,MX,1,100, 2
1709251392.294872,1320841.000,23800,3,MX,1,100, 1
1709251392.334871,1320881.000,23817,2,MX,1,100, 1
1709251392.374869,1320921.000,23817,2,MX,1,100, 1
1709251392.414868,1320961.000,23832,3,MX,1,100, 2
1709251392.454866,1321001.000,23832,3,MX,1,100, 2
1709251392.494865,1321041.000,23832,3,MX,1,100, 1
1709251392.534864,1321081.000,23849,2,MX,1,100, 2
1709251392.574862,1321121.000,23849,2,MX,1,100, 2
1709251392.614861,1321161.000,23865,3,MX,1,100, 1
1709251392.654860,1321201.000,23865,3,MX,1,100, 1
1709251392.694858,1321241.000,23865,3,MX,1,100, 2
1709251392.734357,1321280.500,23882,2,MX,1,100, 2
1709251392.773855,1321320.000,23882,2,MX,1,100, 3
1709251392.813854,1321360.000,23899,3,MX,1,100, 2
1709251392.853853,1321400.000,23899,3,MX,1,100, 1
1709251392.893851,1321440.000,23899,3,MX,1,100, 1
1709251392.934350,1321480.500,23914,2,MX,1,100, 2
1709251392.974849,1321521.000,23914,2,MX,1,100, 1
1709251393.014514,1321560.667,23930,3,MX,1,100, 1
1709251393.054179,1321600.333,23930,3,MX,1,100, 1
1709251393.093844,1321640.000,23930,3,MX,1,100, 2
1709251393.134176,1321680.333,23948,3,MX,1,100, 3
1709251393.174508,1321720.667,23948,3,MX,1,100, 2
1709251393.214840,1321761.000,23948,3,MX,1,100, 1
1709251393.254339,1321800.500,23964,2,MX,1,100, 2
1709251393.293838,1321840.000,23964,2,MX,1,100, 1
1709251393.329503,1321875.667,23979,3,MX,1,100, 2
1709251393.365168,1321911.333,23979,3,MX,1,100, 2
1709251393.400834,1321947.000,23979,3,MX,1,100, 1
1709251393.440499,1321986.667,23996,3,MX,1,100, 2
1709251393.480164,1322026.333,23996,3,MX,1,100, 2
1709251393.519830,1322066.000,23996,3,MX,1,100, 1
1709251393.560328,1322106.500,24013,2,MX,1,100, 1
1709251393.600827,1322147.000,24013,2,MX,1,100, 1
1709251393.640492,1322186.667,24029,3,MX,1,100, 1
1709251393.680157,1322226.333,24029,3,MX,1,100, 1
1709251393.719823,1322266.000,24029,3,MX,1,100, 2
1709251393.759821,1322306.000,24044,2,MX,1,100, 2
1709251393.799820,1322346.000,24044,2,MX,1,100, 2
1709251393.839818,1322386.000,24061,3,MX,1,100, 2
1709251393.879817,1322426.000,24061,3,MX,1,100, 2
1709251393.919816,1322466.000,24061,3,MX,1,100, 2
1709251393.959814,1322506.000,24078,2,MX,1,100, 2
1709251393.999813,1322546.000,24078,2,MX,1,100, 2
1709251394.039812,1322586.000,24096,3,MX,1,100, 2
1709251394.079810,1322626.000,24096,3,MX,1,100, 1
1709251394.119809,1322666.000,24096,3,MX,1,100, 2
1709251394.159807,1322706.000,24113,2,MX,1,100, 3
1709251394.199806,1322746.000,24113,2,MX,1,100, 2
1709251394.239805,1322786.000,24128,3,MX,1,100, 1
1709251394.279803,1322826.000,24128,3,MX,1,100, 1
1709251394.319802,1322866.000,24128,3,MX,1,100, 1
1709251394.359801,1322906.000,24145,2,MX,1,100, 3
1709251394.399799,1322946.000,24145,2,MX,1,100, 2
1709251394.439798,1322986.000,24162,3,MX,1,100, 1
1709251394.479796,1323026.000,24162,3,MX,1,100, 1
1709251394.519795,1323066.000,24162,3,MX,1,100, 1
1709251394.559794,1323106.000,24180,2,MX,1,100, 1
1709251394.599792,1323146.000,24180,2,MX,1,100, 1
1709251394.640124,1323186.333,24197,3,MX,1,100, 2
1709251394.680456,1323226.667,24197,3,MX,1,100, 2
1709251394.720788,1323267.000,24197,3,MX,1,100, 2
1709251394.760453,1323306.667,24215,3,MX,1,100, 2
1709251394.800119,1323346.333,24215,3,MX,1,100, 2
1709251394.839784,1323386.000,24215,3,MX,1,100, 2
1709251394.879783,1323426.000,24231,2,MX,1,100, 1
1709251394.919781,1323466.000,24231,2,MX,1,100, 2
1709251394.959780,1323506.000,24248,3,MX,1,100, 1
1709251394.999779,1323546.000,24248,3,MX,1,100, 1
1709251395.039777,1323586.000,24248,3,MX,1,100, 3
1709251395.077376,1323623.600,24273,5,MX,1,100, 3
1709251395.114974,1323661.200,24273,5,MX,1,100, 2
1709251395.152573,1323698.800,24273,5,MX,1,100, 2
1709251395.190172,1323736.400,24273,5,MX,1,100, 2
1709251395.227771,1323774.000,24273,5,MX,1,100, 1
1709251395.267769,1323814.000,24289,2,MX,1,100, 3
1709251395.307768,1323854.000,24289,2,MX,1,100, 1
1709251395.347766,1323894.000,24306,3,MX,1,100, 2
1709251395.387765,1323934.000,24306,3,MX,1,100, 2
1709251395.427764,1323974.000,24306,3,MX,1,100, 3
1709251395.467762,1324014.000,24321,2,MX,1,100, 3
1709251395.507761,1324054.000,24321,2,MX,1,100, 1
1709251395.547760,1324094.000,24338,3,MX,1,100, 3
1709251395.587758,1324134.000,24338,3,MX,1,100, 2
1709251395.627757,1324174.000,24338,3,MX,1,100, 2
1709251395.667755,1324214.000,24354,3,MX,1,100, 2
1709251395.707754,1324254.000,24354,3,MX,1,100, 2
1709251395.747752,1324294.000,24354,3,MX,1,100, 2
1709251395.787751,1324334.000,24372,2,MX,1,100, 2
1709251395.827750,1324374.000,24372,2,MX,1,100, 2
1709251395.867748,1324414.000,24386,3,MX,1,100, 1
1709251395.907747,1324454.000,24386,3,MX,1,100, 2
1709251395.947746,1324494.000,24386,3,MX,1,100, 2
1709251395.987744,1324534.000,24403,2,MX,1,100, 2
1709251396.027743,1324574.000,24403,2,MX,1,100, 1
1709251396.067741,1324614.000,24419,3,MX,1,100, 2
1709251396.107740,1324654.000,24419,3,MX,1,100, 2
1709251396.147739,1324694.000,24419,3,MX,1,100, 1
1709251396.187237,1324733.500,24437,2,MX,1,100, 3
1709251396.226736,1324773.000,24437,2,MX,1,100, 2
1709251396.266735,1324813.000,24451,3,MX,1,100, 2
1709251396.306733,1324853.000,24451,3,MX,1,100, 1
1709251396.346732,1324893.000,24451,3,MX,1,100, 2
1709251396.386730,1324933.000,24468,2,MX,1,100, 2
1709251396.426729,1324973.000,24468,2,MX,1,100, 3
1709251396.467061,1325013.333,24485,3,MX,1,100, 2
1709251396.507393,1325053.667,24485,3,MX,1,100, 2
1709251396.547725,1325094.000,24485,3,MX,1,100, 3
1709251396.587224,1325133.500,24502,2,MX,1,100, 2
1709251396.626722,1325173.000,24502,2,MX,1,100, 3
1709251396.667054,1325213.333,24516,3,MX,1,100, 2
1709251396.707386,1325253.667,24516,3,MX,1,100, 2
1709251396.747718,1325294.000,24516,3,MX,1,100, 1
1709251396.787383,1325333.667,24534,3,MX,1,100, 2
1709251396.827049,1325373.333,24534,3,MX,1,100, 2
1709251396.866714,1325413.000,24534,3,MX,1,100, 1
1709251396.906713,1325453.000,24550,2,MX,1,100, 2
1709251396.946711,1325493.000,24550,2,MX,1,100, 2
1709251396.986710,1325533.000,24567,3,MX,1,100, 2
1709251397.026708,1325573.000,24567,3,MX,1,100, 2
1709251397.066707,1325613.000,24567,3,MX,1,100, 2
1709251397.107205,1325653.500,24584,2,MX,1,100, 2
1709251397.147704,1325694.000,24584,2,MX,1,100, 2
1709251397.182703,1325729.000,24599,3,MX,1,100, 2
1709251397.217702,1325764.000,24599,3,MX,1,100, 1
1709251397.252701,1325799.000,24599,3,MX,1,100, 2
1709251397.292699,1325839.000,24615,3,MX,1,100, 1
1709251397.332698,1325879.000,24615,3,MX,1,100, 3
1709251397.372696,1325919.000,24615,3,MX,1,100, 2
1709251397.412695,1325959.000,24632,2,MX,1,100, 0
1709251397.452693,1325999.000,24632,2,MX,1,100, 1
1709251397.492692,1326039.000,24649,3,MX,1,100, 3
1709251397.532691,1326079.000,24649,3,MX,1,100, 1
1709251397.572689,1326119.000,24649,3,MX,1,100, 1
1709251397.612688,1326159.000,24664,2,MX,1,100, 1
1709251397.652687,1326199.000,24664,2,MX,1,100, 1
